Year_Birth,Education,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Age,Is_Parent,Total_Kids,Marital_Status_Simplified,Total_Spent,MntWines_Share,MntFruits_Share,MntMeatProducts_Share,MntFishProducts_Share,MntSweetProducts_Share,MntGoldProds_Share,Total_Purchases,Avg_Spend_per_Purchase,Deal_Rate,Web_Purchase_Share,Web_Visit_to_Purchase_Ratio,Is_Online_Buyer,Customer_Since_Days,Is_Active,Lifetime_Spend_per_Day,Total_Accepted_Campaigns,Campaign_Response_Rate,Is_Responder
1947,2n Cycle,81044,0,0,12/27/2013,0,450,26,535,73,98,26,1,5,6,10,1,0,0,0,0,0,0,0,US,78,0,0,Partnered,1208,0.37251655629139074,0.021523179,0.44288079470198677,0.060430463576158944,0.081125828,0.021523179,22,54.90909090909091,0.045454545454545456,0.22727272727272727,0.16666666666666666,0,3657,1,0.3303254033360678,0,0,0
1979,Master,62499,1,0,12/9/2013,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,0,SP,46,1,1,Partnered,222,0.6306306306306306,0.018018018018018018,0.2747747747747748,0,0.058558559,0.018018018018018018,12,18.5,0.16666666666666666,0.25,1,0,3675,1,0.060408163265306125,0,0,0
1959,PhD,67786,0,0,12/7/2013,0,431,82,441,80,20,102,1,3,6,6,1,0,0,0,0,0,1,0,IND,66,0,0,Single,1156,0.3728373702422145,0.070934256,0.3814878892733564,0.069204152,0.017301038,0.088235294,16,72.25,0.0625,0.1875,0.25,0,3677,1,0.3143867283111232,0,0,1
1981,Graduation,26872,0,0,10/16/2013,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,0,CA,44,0,0,Partnered,72,0.041666666666666664,0.1388888888888889,0.1111111111111111,0.041666666666666664,0.2222222222222222,0.4444444444444444,5,14.4,0.2,0.2,3,0,3729,1,0.019308125502815767,0,0,0
1969,Graduation,4428,0,1,10/5/2013,0,16,4,12,2,4,321,0,25,0,0,1,0,0,0,0,0,0,0,SP,56,1,1,Partnered,359,0.044568245,0.011142061281337047,0.033426183844011144,0.005571031,0.011142061281337047,0.8941504178272981,25,14.36,0,1,0.038461538461538464,1,3740,1,0.095989305,0,0,0
1977,Graduation,54809,1,1,9/11/2013,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,SP,48,1,2,Partnered,174,0.3620689655172414,0.034482758620689655,0.3275862068965517,0.074712644,0.074712644,0.12643678160919541,12,14.5,0.3333333333333333,0.16666666666666666,1.3333333333333333,0,3764,1,0.046227418,0,0,0
1977,Graduation,54809,1,1,9/11/2013,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,1,0,SP,48,1,2,Partnered,174,0.3620689655172414,0.034482758620689655,0.3275862068965517,0.074712644,0.074712644,0.12643678160919541,12,14.5,0.3333333333333333,0.16666666666666666,1.3333333333333333,0,3764,1,0.046227418,0,0,1
1958,PhD,32173,0,1,8/1/2013,0,18,0,2,0,0,2,1,1,0,3,4,0,0,0,0,0,0,0,SP,67,1,1,Single,22,0.8181818181818182,0,0.090909091,0,0,0.090909091,5,4.4,0.2,0.2,2,0,3805,1,0.005781866,0,0,0
1960,2n Cycle,47823,0,1,7/23/2013,0,53,1,5,2,1,10,2,2,0,3,8,0,0,0,0,0,0,0,CA,65,1,1,Single,72,0.7361111111111112,0.013888888888888888,0.069444444,0.027777777777777776,0.013888888888888888,0.1388888888888889,7,10.285714285714286,0.2857142857142857,0.2857142857142857,2.6666666666666665,0,3814,1,0.018877818563188254,0,0,0
1958,Master,30523,2,1,7/1/2013,0,5,0,3,0,0,5,1,1,0,2,7,0,0,0,0,0,0,0,CA,67,1,3,Single,13,0.38461538461538464,0,0.23076923076923078,0,0,0.38461538461538464,4,3.25,0.25,0.25,3.5,0,3836,1,0.003388947,0,0,0
1954,Master,36634,0,1,5/28/2013,0,213,9,76,4,3,30,3,5,2,5,7,0,0,0,0,0,0,0,SA,71,1,1,Partnered,335,0.6358208955223881,0.026865671641791045,0.22686567164179106,0.011940298507462687,0.008955224,0.089552239,15,22.333333333333332,0.2,0.3333333333333333,1.1666666666666667,0,3870,1,0.086563307,0,0,0
1966,Master,43456,0,1,3/26/2013,0,275,11,68,25,7,7,3,5,1,8,5,0,0,0,0,0,0,0,IND,59,1,1,Single,393,0.6997455470737913,0.027989821882951654,0.17302798982188294,0.063613232,0.017811704834605598,0.017811704834605598,17,23.11764705882353,0.17647058823529413,0.29411764705882354,0.8333333333333334,0,3933,1,0.099923722,0,0,0
1979,Master,40662,1,0,3/15/2013,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,0,GER,46,1,1,Partnered,92,0.43478260869565216,0.021739130434782608,0.25,0,0.043478260869565216,0.25,8,11.5,0.25,0.25,1.3333333333333333,0,3944,1,0.023326572,0,0,0
1976,PhD,49544,1,0,2/12/2013,0,308,0,73,0,0,23,2,5,1,8,7,0,0,0,0,0,0,0,SP,49,1,1,Partnered,404,0.7623762376237624,0,0.1806930693069307,0,0,0.056930693,16,25.25,0.125,0.3125,1.1666666666666667,0,3975,1,0.10163522012578616,0,0,0
1969,Graduation,57731,0,1,11/23/2012,0,266,21,300,65,8,44,4,8,8,6,6,0,0,0,0,0,0,0,IND,56,1,1,Single,704,0.3778409090909091,0.029829545454545456,0.42613636363636365,0.092329545,0.011363636363636364,0.0625,26,27.076923076923077,0.15384615384615385,0.3076923076923077,0.6666666666666666,1,4056,1,0.17357001972386588,0,0,0
1965,Master,33168,0,1,10/13/2012,0,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,0,SP,60,1,1,Single,122,0.6557377049180327,0.008196721,0.30327868852459017,0,0.008196721,0.024590164,10,12.2,0.3,0.2,2.3333333333333335,0,4097,1,0.029777886258237733,0,0,0
1956,Graduation,54450,1,1,9/14/2012,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,SP,69,1,2,Partnered,684,0.6637426900584795,0,0.25,0.011695906432748537,0.027777777777777776,0.046783626,31,22.06451612903226,0.3870967741935484,0.2903225806451613,0.8,1,4126,1,0.16577799321376635,0,0,0
1956,PhD,35340,1,1,6/29/2014,1,27,0,12,0,1,5,2,2,0,3,5,0,0,0,0,0,0,0,SP,69,1,2,Single,45,0.6,0,0.26666666666666666,0,0.022222222222222223,0.1111111111111111,7,6.428571428571429,0.2857142857142857,0.2857142857142857,1.6666666666666667,0,3473,1,0.012957098,0,0,0
1975,Graduation,73170,0,0,5/31/2014,1,184,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0,0,0,CA,50,0,0,Single,726,0.2534435261707989,0.2396694214876033,0.3526170798898072,0.068870523,0.041322314,0.044077135,16,45.375,0.0625,0.3125,0.3333333333333333,0,3502,1,0.2073101085094232,0,0,0
1971,PhD,65808,1,1,5/30/2014,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,0,SP,54,1,2,Single,272,0.5698529411764706,0.025735294117647058,0.29411764705882354,0.047794118,0.025735294117647058,0.036764706,14,19.428571428571427,0.21428571428571427,0.35714285714285715,1,0,3503,1,0.077647731,0,0,0
1986,Graduation,79529,0,0,4/27/2014,1,423,42,706,73,197,197,1,4,8,9,2,0,0,0,0,0,0,0,CA,39,0,0,Partnered,1638,0.25824175824175827,0.025641026,0.43101343101343104,0.044566545,0.12026862026862027,0.12026862026862027,22,74.45454545454545,0.045454545454545456,0.18181818181818182,0.4,0,3536,1,0.4632352941176471,0,0,0
1972,PhD,34578,2,1,4/11/2014,1,7,0,1,0,0,0,1,1,0,2,6,0,0,0,0,0,0,0,AUS,53,1,3,Partnered,8,0.875,0,0.125,0,0,0,4,2,0.25,0.25,3,0,3552,1,0.002252252,0,0,0
1974,PhD,46374,0,1,3/17/2014,1,408,0,21,0,0,17,3,7,1,7,8,0,1,0,1,0,1,0,IND,51,1,1,Partnered,446,0.9147982062780269,0,0.047085202,0,0,0.038116592,18,24.77777777777778,0.16666666666666666,0.3888888888888889,1,0,3577,1,0.12468549063461001,2,0.4,1
1990,Graduation,18351,0,0,10/29/2013,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,SP,35,0,0,Partnered,43,0.023255813953488372,0.27906976744186046,0.20930232558139536,0,0.32558139534883723,0.16279069767441862,6,7.166666666666667,0.16666666666666666,0.3333333333333333,2.3333333333333335,0,3716,1,0.011571582346609257,0,0,0
1987,PhD,95169,0,0,10/9/2013,1,1285,21,449,106,20,20,1,4,3,4,1,0,0,1,1,0,1,0,SP,38,0,0,Single,1901,0.6759600210415571,0.011046817464492372,0.23619147816938454,0.055760126,0.010520778537611783,0.010520778537611783,12,158.41666666666666,0.083333333,0.3333333333333333,0.2,0,3736,1,0.5088329764453962,2,0.4,1
1984,2n Cycle,65370,0,0,8/1/2013,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,SP,41,0,0,Partnered,461,0.1540130151843818,0.047722343,0.24295010845986983,0.2993492407809111,0.19305856832971802,0.062906725,19,24.263157894736842,0.052631579,0.10526315789473684,0.3333333333333333,0,3805,1,0.12115637319316688,0,0,0
1960,Master,39228,0,0,5/10/2013,1,7,1,6,0,3,3,1,0,0,3,4,0,0,0,0,0,0,0,SA,65,0,0,Single,20,0.35,0.05,0.3,0,0.15,0.15,4,5,0.25,0,4,0,3888,1,0.005144033,0,0,0
1961,PhD,84865,0,0,5/9/2013,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,1,0,SP,64,0,0,Single,1688,0.7393364928909952,0.009478673,0.20675355450236968,0.025473934,0.009478673,0.009478673,16,105.5,0.0625,0.125,1.3333333333333333,0,3889,1,0.434044742,4,0.8,1
1968,Graduation,61314,0,1,4/25/2013,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,0,SP,57,1,1,Partnered,1008,0.375,0,0.1875,0.096230159,0.17063492063492064,0.17063492063492064,24,42,0.083333333,0.20833333333333334,0.5,0,3903,1,0.2582628747117602,0,0,0
1972,Graduation,21359,1,0,4/20/2013,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,1,0,CA,53,1,1,Single,48,0.25,0.041666666666666664,0.3541666666666667,0.125,0.020833333333333332,0.20833333333333334,7,6.857142857142857,0.2857142857142857,0.2857142857142857,2.6666666666666665,0,3908,1,0.012282497441146366,0,0,1
1955,PhD,66465,0,1,3/30/2013,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,0,SP,70,1,1,Partnered,1485,0.8080808080808081,0,0.13737373737373737,0.025589226,0.019528619528619527,0.009427609,35,42.42857142857143,0.085714286,0.3142857142857143,0.5,0,3929,1,0.37795876813438534,1,0.2,1
1983,2n Cycle,81698,0,0,3/1/2013,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,1,0,SP,42,0,0,Single,1104,0.6422101449275363,0.04076087,0.10416666666666667,0.027173913,0.14492753623188406,0.04076087,16,69,0.0625,0.5,0.5555555555555556,1,3958,1,0.2789287518948964,1,0.2,1
1986,Graduation,39146,1,0,2/14/2013,1,94,1,33,13,12,12,3,4,0,4,8,0,0,0,0,0,0,0,SP,39,1,1,Single,165,0.5696969696969697,0.006060606,0.2,0.078787879,0.072727273,0.072727273,11,15,0.2727272727272727,0.36363636363636365,1.6,0,3973,1,0.04153033,0,0,0
1970,2n Cycle,25959,1,1,2/14/2013,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,1,0,SP,55,1,2,Single,56,0.071428571,0.035714286,0.21428571428571427,0.125,0.089285714,0.4642857142857143,7,8,0.2857142857142857,0.14285714285714285,3,0,3973,1,0.014095142,0,0,1
1961,Graduation,64260,0,0,1/11/2013,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,1,0,SP,64,0,0,Partnered,1574,0.34243964421855144,0.10736975857687421,0.5184243964421855,0.012706480304955527,0,0.01905972,14,112.42857142857143,0.071428571,0.2857142857142857,0.6,0,4007,1,0.3928125779885201,0,0,1
1973,Graduation,32300,1,0,1/3/2013,1,13,3,6,6,5,6,1,1,0,3,8,0,0,0,0,0,0,0,SP,52,1,1,Partnered,39,0.3333333333333333,0.076923077,0.15384615384615385,0.15384615384615385,0.1282051282051282,0.15384615384615385,5,7.8,0.2,0.2,4,0,4015,1,0.009713574,0,0,0
1965,Master,74806,0,1,12/19/2012,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,AUS,60,1,1,Partnered,965,0.694300518,0.009326425,0.25803108808290154,0,0.029015544041450778,0.009326425,16,60.3125,0.125,0.3125,0.6666666666666666,0,4030,1,0.23945409429280398,0,0,0
1970,Graduation,72967,0,1,12/15/2012,1,158,35,179,0,0,125,2,7,2,8,5,1,0,0,0,0,1,0,GER,55,1,1,Single,497,0.317907445,0.070422535,0.36016096579476864,0,0,0.2515090543259557,19,26.157894736842106,0.10526315789473684,0.3684210526315789,0.625,0,4034,1,0.12320277640059495,1,0.2,1
1960,Graduation,48904,0,1,12/2/2012,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,0,US,65,1,1,Single,371,0.7628032345013477,0.026954177897574125,0.10242587601078167,0,0.035040431,0.07277628,17,21.823529411764707,0.23529411764705882,0.4117647058823529,1,1,4047,1,0.091672844,0,0,0
1984,2n Cycle,14796,1,0,9/17/2012,1,13,3,8,7,4,16,2,1,0,3,9,0,0,0,0,0,1,0,GER,41,1,1,Partnered,51,0.2549019607843137,0.058823529411764705,0.1568627450980392,0.13725490196078433,0.078431373,0.3137254901960784,6,8.5,0.3333333333333333,0.16666666666666666,4.5,0,4123,1,0.012369633761823914,0,0,1
1954,Master,66991,0,0,9/11/2012,1,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,0,GER,71,0,0,Partnered,1253,0.39584996009577017,0.028731045490822026,0.3671189146049481,0.15083798882681565,0.047885075818036714,0.009577015,21,59.666666666666664,0.14285714285714285,0.19047619047619047,0.6,0,4129,1,0.30346330830709617,0,0,0
1978,2n Cycle,52195,2,1,5/12/2014,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,SA,47,1,3,Single,17,0.7058823529411765,0,0.23529411764705882,0,0,0.058823529411764705,4,4.25,0.25,0.25,4,0,3521,1,0.004828174,0,0,0
1956,Graduation,90369,0,0,4/28/2014,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,1,0,SP,69,0,0,Partnered,1588,0.18387909319899245,0.032115869,0.6177581863979849,0.14105793450881612,0.014483627204030227,0.010705289672544081,17,93.41176470588235,0.058823529411764705,0.23529411764705882,0.2,0,3535,1,0.4492220650636492,0,0,1
1974,Basic,18393,1,0,3/29/2014,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,SP,51,1,1,Partnered,50,0.14,0.2,0.26,0.32,0,0.08,8,6.25,0.25,0.375,2,0,3565,1,0.014025245441795231,0,0,0
1952,Graduation,47139,1,1,3/6/2014,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,1,0,SP,73,1,2,Single,83,0.5542168674698795,0,0.14457831325301204,0,0.024096385542168676,0.27710843373493976,7,11.857142857142858,0.2857142857142857,0.2857142857142857,2.3333333333333335,0,3588,1,0.023132664437012264,0,0,1
1973,Master,38576,0,1,3/4/2014,2,34,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0,0,0,IND,52,1,1,Partnered,41,0.8292682926829268,0,0.17073170731707318,0,0,0,5,8.2,0.2,0.2,3.5,0,3590,1,0.011420612813370474,0,0,0
1975,PhD,61905,0,1,2/4/2014,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,SA,50,1,1,Partnered,231,0.7229437229437229,0,0.18614718614718614,0.025974025974025976,0.008658009,0.056277056,12,19.25,0.16666666666666666,0.3333333333333333,1,0,3618,1,0.06384743,0,0,0
1962,Graduation,83715,0,0,2/3/2014,2,318,8,407,150,35,8,1,2,8,13,0,0,0,0,0,0,0,0,SA,63,0,0,Partnered,926,0.3434125269978402,0.008639309,0.43952483801295894,0.16198704103671707,0.037796976,0.008639309,24,38.583333333333336,0.041666666666666664,0.083333333,0,0,3619,1,0.2558717877866814,0,0,0
1964,Graduation,60597,0,1,1/1/2014,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,1,0,SP,61,1,1,Partnered,893,0.5845464725643897,0,0.2877939529675252,0.035834267,0.017917133,0.073908175,16,55.8125,0.25,0.125,2.3333333333333335,0,3652,1,0.2445235487404162,1,0.2,1
1982,Master,6560,0,0,12/12/2013,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0,SP,43,0,0,Single,373,0.17962466487935658,0.029490616621983913,0.069705094,0.010723860589812333,0.008042895,0.7024128686327078,2,186.5,0,0.5,8.5,0,3672,1,0.10157952069716776,0,0,0
1961,Master,48330,0,1,11/15/2013,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0,SP,64,1,1,Partnered,32,0.875,0,0.125,0,0,0,5,6.4,0.2,0.2,2.5,0,3699,1,0.008650987,0,0,0
1968,PhD,38236,1,1,9/20/2013,2,58,0,18,2,0,10,4,3,0,4,7,0,0,0,0,0,0,0,SP,57,1,2,Single,88,0.6590909090909091,0,0.20454545454545456,0.022727272727272728,0,0.11363636363636363,11,8,0.36363636363636365,0.2727272727272727,1.75,0,3755,1,0.023435419,0,0,0
1977,Master,22701,1,0,9/5/2013,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,0,SP,48,1,1,Partnered,24,0.083333333,0.16666666666666666,0.375,0,0.16666666666666666,0.20833333333333334,5,4.8,0.2,0.2,2.5,0,3770,1,0.006366048,0,0,0
1974,Master,53367,1,1,8/31/2013,2,229,7,140,10,3,11,7,5,1,8,7,0,0,0,0,0,1,0,AUS,51,1,2,Single,400,0.5725,0.0175,0.35,0.025,0.0075,0.0275,21,19.047619047619047,0.3333333333333333,0.23809523809523808,1.1666666666666667,0,3775,1,0.10596026490066225,0,0,1
1986,Graduation,34728,1,0,7/30/2013,2,14,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,1,0,SP,39,1,1,Partnered,36,0.3888888888888889,0,0.4444444444444444,0,0,0.16666666666666666,5,7.2,0.2,0.2,3,0,3807,1,0.009456265,0,0,1
1956,Master,63915,0,2,7/30/2013,2,622,7,115,30,0,15,2,6,3,12,5,0,0,0,0,0,0,0,AUS,69,1,2,Partnered,789,0.78833967,0.00887199,0.14575411913814956,0.038022814,0,0.019011406844106463,23,34.30434782608695,0.086956522,0.2608695652173913,0.7142857142857143,0,3807,1,0.20724980299448384,0,0,0
1960,2n Cycle,82504,0,0,7/27/2013,2,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,0,IND,65,0,0,Partnered,1066,0.3395872420262664,0.046904315,0.40431519699812385,0.12570356472795496,0.032833021,0.05065666,17,62.705882352941174,0.058823529411764705,0.17647058823529413,0.25,0,3810,1,0.27979002624671917,0,0,0
1972,PhD,38578,1,1,6/22/2013,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,1,0,SP,53,1,2,Single,73,0.5205479452054794,0.054794521,0.3013698630136986,0.04109589,0.04109589,0.04109589,9,8.111111111,0.3333333333333333,0.3333333333333333,2,0,3845,1,0.018985695708712613,0,0,1
1972,PhD,38578,1,1,6/22/2013,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,0,SP,53,1,2,Single,73,0.5205479452054794,0.054794521,0.3013698630136986,0.04109589,0.04109589,0.04109589,9,8.111111111,0.3333333333333333,0.3333333333333333,2,0,3845,1,0.018985695708712613,0,0,0
1975,PhD,79174,0,0,1/11/2013,2,1074,37,518,193,92,129,1,5,6,7,2,0,0,1,1,0,1,0,CA,50,0,0,Partnered,2043,0.5256975036710719,0.018110622,0.2535487028879099,0.094468918,0.045031816,0.063142438,19,107.52631578947368,0.052631579,0.2631578947368421,0.3333333333333333,0,4007,1,0.5098577489393561,2,0.4,1
1962,2n Cycle,81975,0,1,1/5/2013,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0,SA,63,1,1,Single,1588,0.6190176322418136,0.047858942,0.11586901763224182,0.11335012594458438,0.086901763,0.017002519,14,113.42857142857143,0.071428571,0.42857142857142855,1,1,4013,1,0.39571392972838276,1,0.2,1
1977,Master,43263,0,1,11/21/2012,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,0,SP,48,1,1,Partnered,441,0.5941043083900227,0.013605442176870748,0.1383219954648526,0,0.022675736961451247,0.23129251700680273,16,27.5625,0.1875,0.3125,0.8333333333333334,0,4058,1,0.1086742237555446,0,0,0
1970,Graduation,27242,1,0,11/11/2012,2,3,17,26,20,1,39,2,2,0,3,9,0,0,0,0,0,1,0,IND,55,1,1,Single,106,0.028301887,0.16037735849056603,0.24528301886792453,0.18867924528301888,0.009433962,0.36792452830188677,7,15.142857142857142,0.2857142857142857,0.2857142857142857,3,0,4068,1,0.026057030481809244,0,0,1
1971,Graduation,76445,1,0,9/28/2012,2,739,107,309,140,80,35,1,2,5,13,6,0,0,0,0,0,0,0,SA,54,1,1,Partnered,1410,0.524113475,0.075886525,0.21914893617021278,0.09929078,0.056737589,0.024822695035460994,21,67.14285714285714,0.047619047619047616,0.095238095,2,0,4112,1,0.3428988326848249,0,0,0
1965,Graduation,75276,0,0,9/27/2012,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,0,SP,60,0,0,Partnered,1040,0.5865384615384616,0.10096153846153846,0.1201923076923077,0.13173076923076923,0.040384615,0.020192307692307693,23,45.21739130434783,0.043478260869565216,0.391304348,0.5,0,4113,1,0.2528567955263798,0,0,0
1963,Graduation,34213,1,1,9/7/2012,2,50,4,28,6,3,26,3,3,1,2,9,0,0,0,0,0,1,0,SA,62,1,2,Single,117,0.42735042735042733,0.034188034,0.23931623931623933,0.051282051,0.025641026,0.2222222222222222,9,13,0.3333333333333333,0.3333333333333333,2.25,1,4133,1,0.028308735,0,0,1
1976,PhD,72335,0,0,8/13/2012,2,1285,105,653,28,21,0,1,10,4,8,8,0,0,0,0,0,1,0,SP,49,0,0,Partnered,2092,0.614244742,0.050191205,0.3121414913957935,0.013384321,0.010038240917782026,0,23,90.95652173913044,0.043478260869565216,0.43478260869565216,0.7272727272727273,1,4158,1,0.5031265031265031,0,0,1
1964,Master,79143,0,0,8/11/2012,2,650,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,0,AUS,61,0,0,Partnered,1693,0.38393384524512697,0.021854695806261076,0.4607206142941524,0.015948021,0.098641465,0.018901358535144713,29,58.37931034482759,0.034482758620689655,0.20689655172413793,0.42857142857142855,0,4160,1,0.40697115384615384,0,0,0
1947,Graduation,27469,0,0,8/2/2012,2,9,1,2,3,2,0,1,0,0,3,6,0,0,0,0,0,0,0,CA,78,0,0,Partnered,17,0.5294117647058824,0.058823529411764705,0.11764705882352941,0.17647058823529413,0.11764705882352941,0,4,4.25,0.25,0,6,0,4169,1,0.004077716,0,0,0
1969,Graduation,68695,0,0,6/25/2014,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0,SP,56,0,0,Partnered,1091,0.41979835013748856,0.074243813,0.32630614115490375,0.09715857,0.045829514207149404,0.036663611,16,68.1875,0.0625,0.25,0.4,0,3477,1,0.3137762438884095,0,0,0
